dominio,resolvedor,status
www.cencoex.gob.ve,190.64.84.30,TIMEOUT
pwchyt.awsvpni.com,190.64.84.30,"SERVFAIL,"
mariacorinamundo.com,190.64.84.30,"NOERROR,"
comanditos.com,190.64.84.30,"NOERROR,"
ooni.cloudflare-dns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,190.64.84.30,"NOERROR,"
notiviasve.com,190.64.84.30,"NXDOMAIN,"
cantv.net,190.64.84.30,"NOERROR,"
cloudapp.net,190.64.84.30,"NOERROR,"
blob.core.windows.net,190.64.84.30,"NOERROR,"
azurewebsites.net,190.64.84.30,"NOERROR,"
pelisplus.me,190.64.84.30,"NOERROR,"
vamosganar.com,190.64.84.30,"SERVFAIL,"
www.mariacorinapresidente.com,190.64.84.30,"SERVFAIL,"
cdninstagram.com,190.64.84.30,"SERVFAIL,"
www.cne.gob.ve,190.64.84.30,TIMEOUT
surbitcoin.com,190.64.84.30,"SERVFAIL,"
partidounnuevotiempo.org,190.64.84.30,TIMEOUT
primariaexteriorve.com,190.64.84.30,"SERVFAIL,"
primariaexteriorve.com,190.64.84.30,"NOERROR,"
d3l0kqj5h9z9zs.cloudfront.net,190.64.84.30,"NOERROR,"
www.museomarino.com,190.64.84.30,TIMEOUT
www.partypoker.com,190.64.84.30,"NOERROR,"
www.goldenrivieracasino.com,190.64.84.30,"NOERROR,"
www.zodiaccasino.com,190.64.84.30,"NOERROR,"
www.zamba.co,190.64.84.30,"NOERROR,"
www.yukongoldcasino.eu,190.64.84.30,"NOERROR,"
www.yocasino.es,190.64.84.30,"NOERROR,"
www.yobingo.es,190.64.84.30,"NOERROR,"
www.yesbingo.co.uk,190.64.84.30,"NOERROR,"
www.yakocasino.com,190.64.84.30,"NOERROR,"
www.vivelasuerte.es,190.64.84.30,"NOERROR,"
www.virgingames.com,190.64.84.30,"NOERROR,"
www.villento.com,190.64.84.30,"NOERROR,"
www.videoslots.com,190.64.84.30,"NOERROR,"
www.vernons.com,190.64.84.30,"NOERROR,"
www.versus.es,190.64.84.30,"NOERROR,"
www.verajohn.com,190.64.84.30,"NOERROR,"
www.vegasslotcasino.es,190.64.84.30,"NOERROR,"
www.vegasred.com,190.64.84.30,"NOERROR,"
www.vegasparadise.com,190.64.84.30,"NOERROR,"
www.vegaspalmscasino.com,190.64.84.30,"NOERROR,"
www.vegasdays.com,190.64.84.30,"NOERROR,"
www.vaidebet.com,190.64.84.30,"NOERROR,"
www.v9bet.plus,190.64.84.30,"NOERROR,"
www.uniquecasino.com,190.64.84.30,"NOERROR,"
www.unibet.com,190.64.84.30,"NOERROR,"
www.ukcasino-club.co.uk,190.64.84.30,"NOERROR,"
www.turbovegas.com,190.64.84.30,"NOERROR,"
www.tsars.com,190.64.84.30,"NOERROR,"
www.totosi.it,190.64.84.30,"NOERROR,"
www.tombola.es,190.64.84.30,"NOERROR,"
www.titanpoker.com,190.64.84.30,"NOERROR,"
www.titancasino.com,190.64.84.30,"NOERROR,"
www.thisisvegas.com,190.64.84.30,"NOERROR,"
www.thepokerpractice.com,190.64.84.30,"NOERROR,"
www.thelotter.com,190.64.84.30,"NOERROR,"
www.tastybingo.com,190.64.84.30,"NOERROR,"
www.superiorcasino.com,190.64.84.30,"NOERROR,"
www.sunvegascasino.com,190.64.84.30,"NOERROR,"
www.suertia.es,190.64.84.30,"NOERROR,"
www.strendus.com.mx,190.64.84.30,"NOERROR,"
www.starvegas.es,190.64.84.30,"NOERROR,"
www.stake.com,190.64.84.30,"NOERROR,"
www.sportium.es,190.64.84.30,"NOERROR,"
www.spreadex.com,190.64.84.30,"NOERROR,"
www.sportingbet.com,190.64.84.30,"NOERROR,"
www.sportimba.com,190.64.84.30,"NOERROR,"
www.sportbet.ec,190.64.84.30,"NOERROR,"
www.spinupcasino.com,190.64.84.30,"NOERROR,"
www.spinrider.com,190.64.84.30,"NOERROR,"
www.spinpalacesports.com,190.64.84.30,"NOERROR,"
www.spinpalace.com,190.64.84.30,"NOERROR,"
www.spinit.com,190.64.84.30,"NOERROR,"
www.spartanslots.com,190.64.84.30,"NOERROR,"
www.solverde.pt,190.64.84.30,"NOERROR,"
www.solbet.pe,190.64.84.30,"NOERROR,"
www.sloty.com,190.64.84.30,"NOERROR,"
www.slotsmillion.com,190.64.84.30,"NOERROR,"
www.slotsmagic.com,190.64.84.30,"NOERROR,"
www.slotsdelsolonline.com,190.64.84.30,"NOERROR,"
www.slotscapital.lv,190.64.84.30,"NOERROR,"
www.slotpark.com,190.64.84.30,"NOERROR,"
www.slotocash.im,190.64.84.30,"NOERROR,"
www.slotjava.es,190.64.84.30,"NOERROR,"
www.sharplotto.com,190.64.84.30,"NOERROR,"
www.shadowbetcasino.com,190.64.84.30,"NOERROR,"
www.shadowbet.com,190.64.84.30,"NOERROR,"
www.scasino.com,190.64.84.30,"NOERROR,"
www.sellatuparley.com,190.64.84.30,"NOERROR,"
www.rustbet.comFalseAS19422200.58.141.25526,190.64.84.30,"NXDOMAIN,"
www.rubyfortune.com,190.64.84.30,"NOERROR,"
www.royalvegascasino.com,190.64.84.30,"NOERROR,"
www.royalpanda.com,190.64.84.30,"NOERROR,"
www.roxypalace.com,190.64.84.30,"NOERROR,"
www.rivernilecasino.net,190.64.84.30,"NOERROR,"
www.riverbellecasino.com,190.64.84.30,"NOERROR,"
www.richreels.com,190.64.84.30,"NOERROR,"
www.rivalo.com,190.64.84.30,"NOERROR,"
www.retabet.es,190.64.84.30,"NOERROR,"
www.redstagcasino.eu,190.64.84.30,"NOERROR,"
www.redkings.com,190.64.84.30,"NOERROR,"
www.redflushcasino.eu,190.64.84.30,"NOERROR,"
www.redbet.com,190.64.84.30,"NOERROR,"
www.pwr.bet,190.64.84.30,"NOERROR,"
www.premierpoker.es,190.64.84.30,"NOERROR,"
www.pokerstarscasino.com,190.64.84.30,"NOERROR,"
www.pokerstars.pt,190.64.84.30,"NOERROR,"
www.pokerstars.net,190.64.84.30,"NOERROR,"
www.pokerstars.com,190.64.84.30,"NOERROR,"
www.playuzu.com,190.64.84.30,"NOERROR,"
www.playojo.com,190.64.84.30,"NOERROR,"
www.playzee.com,190.64.84.30,"NOERROR,"
www.playfrank.com,190.64.84.30,"NOERROR,"
www.playbonds.com,190.64.84.30,"NOERROR,"
www.play2wincasino.com,190.64.84.30,"NOERROR,"
www.playamo.com,190.64.84.30,"NOERROR,"
www.placard.pt,190.64.84.30,"NOERROR,"
www.planetwin365.com,190.64.84.30,"NOERROR,"
www.pirlo.tv,190.64.84.30,"NOERROR,"
www.pinnacle.com,190.64.84.30,"NOERROR,"
www.pin-up.casino,190.64.84.30,"NOERROR,"
www.phoeniciancasino.eu,190.64.84.30,"NOERROR,"
www.paston.es,190.64.84.30,"NOERROR,"
www.partycasino.es,190.64.84.30,"NOERROR,"
www.paradisecasino.com,190.64.84.30,"NOERROR,"
www.onlinebigbola.mx,190.64.84.30,"NOERROR,"
www.onlinecasinocentral.com,190.64.84.30,"NOERROR,"
www.olimpbet.kz,190.64.84.30,"NOERROR,"
www.omnicasino.com,190.64.84.30,"NOERROR,"
www.oceanonlinecasino.com,190.64.84.30,"NOERROR,"
www.oddspedia.com,190.64.84.30,"NOERROR,"
www.nobonuscasino.com,190.64.84.30,"NOERROR,"
www.nossaaposta.pt,190.64.84.30,"NOERROR,"
www.nextcasino.com,190.64.84.30,"NOERROR,"
www.nairabet.com,190.64.84.30,"NOERROR,"
www.mummysgold.com,190.64.84.30,"NOERROR,"
www.muchovegas.com,190.64.84.30,"NOERROR,"
www.mrwin.com,190.64.84.30,"NOERROR,"
www.mrplay.com,190.64.84.30,"NOERROR,"
www.mrgreen.com,190.64.84.30,"NOERROR,"
www.mozzartbet.com,190.64.84.30,"NOERROR,"
www.moonbingo.com,190.64.84.30,"NOERROR,"
www.mirrorbingo.com,190.64.84.30,"NOERROR,"
www.miamidice.com,190.64.84.30,"NOERROR,"
www.maria.com,190.64.84.30,"NOERROR,"
www.marcaapuestas.es,190.64.84.30,"NOERROR,"
www.maplecasino.ca,190.64.84.30,"NOERROR,"
www.mansioncasino.com,190.64.84.30,"NOERROR,"
www.mansionbet.comFalseAS19422200.58.141.25406,190.64.84.30,"NXDOMAIN,"
www.manhattanslots.com,190.64.84.30,"NOERROR,"
www.majesticslotsclub.com,190.64.84.30,"NOERROR,"
www.magicred.com,190.64.84.30,"NOERROR,"
www.magiccitycasino.com,190.64.84.30,"NOERROR,"
www.machancecasino.com,190.64.84.30,"NOERROR,"
www.luxurycasino.com,190.64.84.30,"NOERROR,"
www.luckyredcasino.com,190.64.84.30,"NOERROR,"
www.luckynuggetcasino.com,190.64.84.30,"NOERROR,"
www.luckyniki.com,190.64.84.30,"NOERROR,"
www.luckylivecasino.com,190.64.84.30,"NOERROR,"
www.lucky-31.com,190.64.84.30,"NOERROR,"
www.luckia.es,190.64.84.30,"NOERROR,"
www.lsbet709.com,190.64.84.30,"NOERROR,"
www.lottomatica.it,190.64.84.30,"NOERROR,"
www.lotoplay.com,190.64.84.30,"NOERROR,"
www.llanobet.com,190.64.84.30,"NOERROR,"
www.llamagaming.com,190.64.84.30,"NOERROR,"
www.legolas.bet,190.64.84.30,"NOERROR,"
www.lapalingo.com,190.64.84.30,"NOERROR,"
www.lafiestacasino.com,190.64.84.30,"NOERROR,"
www.krooncasino.com,190.64.84.30,"NOERROR,"
www.konradfun.com,190.64.84.30,"NOERROR,"
www.juegos-casino.org,190.64.84.30,"NOERROR,"
www.juegaenlinea.net,190.64.84.30,"NOERROR,"
www.juegaenlinea.com,190.64.84.30,"NOERROR,"
www.jubilee.com.mx,190.64.84.30,"NOERROR,"
www.joreels.com,190.64.84.30,"NOERROR,"
www.joocasino.com,190.64.84.30,"NOERROR,"
www.jokerbet.es,190.64.84.30,"NOERROR,"
www.jackpotcitycasino.com,190.64.84.30,"NOERROR,"
www.jackpotcity.org,190.64.84.30,"NOERROR,"
www.jackpotcity.com,190.64.84.30,"NOERROR,"
www.intralot.com.pe,190.64.84.30,"NOERROR,"
www.intertops.eu,190.64.84.30,"NOERROR,"
www.instacasino.com,190.64.84.30,"NOERROR,"
www.intercasino.com,190.64.84.30,"NOERROR,"
www.inkabet.pe,190.64.84.30,"NOERROR,"
www.inetbet.com,190.64.84.30,"NOERROR,"
www.ikibu.com,190.64.84.30,"NOERROR,"
www.ijuego.es,190.64.84.30,"NOERROR,"
www.iapuestas.com,190.64.84.30,"NOERROR,"
www.highnooncasino.com,190.64.84.30,"NOERROR,"
www.guts.com,190.64.84.30,"NOERROR,"
www.grosvenorcasinos.com,190.64.84.30,"NOERROR,"
www.gunsbet.com,190.64.84.30,"NOERROR,"
www.grosvenorcasino.com,190.64.84.30,"NOERROR,"
www.grandmondial.eu,190.64.84.30,"NOERROR,"
www.grandonline.com,190.64.84.30,"NOERROR,"
www.grandhotelcasino.com,190.64.84.30,"NOERROR,"
www.gowildcasino.com,190.64.84.30,"NOERROR,"
www.gowild.com,190.64.84.30,"NOERROR,"
www.goldentigercasino.com,190.64.84.30,"NOERROR,"
www.goldenpark.es,190.64.84.30,"NOERROR,"
www.goldencherry.com,190.64.84.30,"NOERROR,"
www.gentingcasino.com,190.64.84.30,"NOERROR,"
www.genesiscasino.es,190.64.84.30,"NOERROR,"
www.genesiscasino.com,190.64.84.30,"NOERROR,"
www.gdaycasino.com,190.64.84.30,"NOERROR,"
www.gamingzion.com,190.64.84.30,"NOERROR,"
www.gamingclub.com,190.64.84.30,"NOERROR,"
www.gametwist.com,190.64.84.30,"NOERROR,"
www.fun-88.in,190.64.84.30,"NOERROR,"
www.fruitycasa.com,190.64.84.30,"NOERROR,"
www.freeslots99.com,190.64.84.30,"NOERROR,"
www.foxybingo.com,190.64.84.30,"NOERROR,"
www.flamingoclub.com,190.64.84.30,"NOERROR,"
www.fanteam.com,190.64.84.30,"NOERROR,"
www.fabulousbingo.co.uk,190.64.84.30,"NOERROR,"
www.exbeteu.com,190.64.84.30,"NOERROR,"
www.europalace.com,190.64.84.30,"NOERROR,"
www.europacasino.com,190.64.84.30,"NOERROR,"
www.eurokingclub.com,190.64.84.30,"NOERROR,"
www.eucasino.com,190.64.84.30,"NOERROR,"
www.estorilsolcasinos.pt,190.64.84.30,"NOERROR,"
www.esportesdasorte.net,190.64.84.30,"NOERROR,"
www.enracha.es,190.64.84.30,"NOERROR,"
www.elcasinocaribe.com,190.64.84.30,"NOERROR,"
www.efbet.es,190.64.84.30,"NOERROR,"
www.ecuabet.com,190.64.84.30,"NOERROR,"
www.dunder.com,190.64.84.30,"NOERROR,"
www.edsbet.com,190.64.84.30,"NOERROR,"
www.drueckglueck.com,190.64.84.30,"NOERROR,"
www.dreambingo.co.uk,190.64.84.30,"NOERROR,"
www.dreamvegas.com,190.64.84.30,"NOERROR,"
www.dragonaraonline.com,190.64.84.30,"NOERROR,"
www.drakecasino.eu,190.64.84.30,"NOERROR,"
www.desertnightscasino.com,190.64.84.30,"NOERROR,"
www.dashcasino.com,190.64.84.30,"NOERROR,"
www.davincisgold.com,190.64.84.30,"NOERROR,"
www.dale.sv,190.64.84.30,"NOERROR,"
www.dafabet.com,190.64.84.30,"NOERROR,"
www.dadosbet.com,190.64.84.30,"NOERROR,"
www.dailyrecordbingo.com,190.64.84.30,"NOERROR,"
www.crystalbet.com,190.64.84.30,"NOERROR,"
www.costabingo.com,190.64.84.30,"NOERROR,"
www.colbet.co,190.64.84.30,"NOERROR,"
www.codere.es,190.64.84.30,"NOERROR,"
www.codere.bet.ar,190.64.84.30,"NOERROR,"
www.clubworldcasinos.com,190.64.84.30,"NOERROR,"
www.club777.com,190.64.84.30,"NOERROR,"
www.cleopatracasino.com,190.64.84.30,"NOERROR,"
www.citycenteronline.bet.ar,190.64.84.30,"NOERROR,"
www.circus.es,190.64.84.30,"NOERROR,"
www.cherrycasino.com,190.64.84.30,"NOERROR,"
www.charitybingo.com,190.64.84.30,"NOERROR,"
www.challengecasino.com,190.64.84.30,"NOERROR,"
www.casumo.com,190.64.84.30,"NOERROR,"
www.casoo888.com,190.64.84.30,"NOERROR,"
www.casinotropez.com,190.64.84.30,"NOERROR,"
www.casoo.com,190.64.84.30,"NOERROR,"
www.casinotopsonline.com,190.64.84.30,"NOERROR,"
www.casinoroom.com,190.64.84.30,"NOERROR,"
www.casinoportugal.pt,190.64.84.30,"NOERROR,"
www.casinopop.com,190.64.84.30,"NOERROR,"
www.casinomidas.com,190.64.84.30,"NOERROR,"
www.casinoluck.com,190.64.84.30,"NOERROR,"
www.casinolavida.com,190.64.84.30,"NOERROR,"
www.casinolasvegas.com,190.64.84.30,"NOERROR,"
www.casinoland.com,190.64.84.30,"NOERROR,"
www.casinoking.com,190.64.84.30,"NOERROR,"
www.casinogranmadrid.es,190.64.84.30,"NOERROR,"
www.casinogranmadridonline.es,190.64.84.30,"NOERROR,"
www.casinogranmadrid.com,190.64.84.30,"NOERROR,"
www.casinoeuro.com,190.64.84.30,"NOERROR,"
www.casinoestrellavip.com,190.64.84.30,"NOERROR,"
www.casinoepoca.com,190.64.84.30,"NOERROR,"
www.casinoencolombia.com,190.64.84.30,"NOERROR,"
www.casinoenchile.com,190.64.84.30,"NOERROR,"
www.casinodelrio.com,190.64.84.30,"NOERROR,"
www.casinocomparador.com,190.64.84.30,"NOERROR,"
www.casinobellini.com,190.64.84.30,"NOERROR,"
www.blackjackballroom.es,190.64.84.30,"NOERROR,"
www.bingo-rumba.com,190.64.84.30,"NOERROR,"
www.binguez.com,190.64.84.30,"NOERROR,"
www.bigfishgames.com,190.64.84.30,"NOERROR,"
www.bgo.com,190.64.84.30,"NOERROR,"
www.betsson.uy,190.64.84.30,"NOERROR,"
www.betrally.com,190.64.84.30,"NOERROR,"
www.betapuesta.com,190.64.84.30,"NOERROR,"
www.bestingame.it,190.64.84.30,"NOERROR,"
www.bet3218.net,190.64.84.30,"NOERROR,"
www.Isports.eu,190.64.84.30,"NOERROR,"
www.8xbet2.com,190.64.84.30,"NOERROR,"
www.777dragoncasino.com,190.64.84.30,"NOERROR,"
www.6686vn3.com,190.64.84.30,"NOERROR,"
www.24ktgoldcasino.com,190.64.84.30,"NOERROR,"
www.1xlite.com,190.64.84.30,"NOERROR,"
www.138sungame.com,190.64.84.30,"NOERROR,"
www.12betng.com,190.64.84.30,"NOERROR,"
www.yobingo.es,190.64.84.30,"NOERROR,"
www.verajohn.com,190.64.84.30,"NOERROR,"
www.vegasslotcasino.es,190.64.84.30,"NOERROR,"
www.v9bet.plus,190.64.84.30,"NOERROR,"
www.shadowbetcasino.com,190.64.84.30,"NOERROR,"
www.rivernilecasino.net,190.64.84.30,"NOERROR,"
www.rivalo.com,190.64.84.30,"NOERROR,"
www.retabet.es,190.64.84.30,"NOERROR,"
www.redflushcasino.eu,190.64.84.30,"NOERROR,"
www.premierpoker.es,190.64.84.30,"NOERROR,"
www.pwr.bet,190.64.84.30,"NOERROR,"
www.planetwin365.com,190.64.84.30,"NOERROR,"
www.paston.es,190.64.84.30,"NOERROR,"
www.partycasino.es,190.64.84.30,"NOERROR,"
www.onlinebigbola.mx,190.64.84.30,"NOERROR,"
www.oceanonlinecasino.com,190.64.84.30,"NOERROR,"
www.nossaaposta.pt,190.64.84.30,"NOERROR,"
www.luckia.es,190.64.84.30,"NOERROR,"
www.luckyredcasino.com,190.64.84.30,"NOERROR,"
www.llanobet.com,190.64.84.30,"NOERROR,"
www.konradfun.com,190.64.84.30,"NOERROR,"
www.lapalingo.com,190.64.84.30,"NOERROR,"
www.juegos-casino.org,190.64.84.30,"NOERROR,"
www.intercasino.com,190.64.84.30,"NOERROR,"
www.ijuego.es,190.64.84.30,"NOERROR,"
www.inkabet.pe,190.64.84.30,"NOERROR,"
www.gowildcasino.com,190.64.84.30,"NOERROR,"
www.guts.com,190.64.84.30,"NOERROR,"
www.gowild.com,190.64.84.30,"NOERROR,"
www.fruitycasa.com,190.64.84.30,"NOERROR,"
www.exbeteu.com,190.64.84.30,"NOERROR,"
www.elcasinocaribe.com,190.64.84.30,"NOERROR,"
www.dunder.com,190.64.84.30,"NOERROR,"
www.crystalbet.com,190.64.84.30,"NOERROR,"
www.dailyrecordbingo.com,190.64.84.30,"NOERROR,"
www.clubworldcasinos.com,190.64.84.30,"NOERROR,"
www.casinopop.com,190.64.84.30,"NOERROR,"
www.casinoland.com,190.64.84.30,"NOERROR,"
www.casinogranmadridonline.es,190.64.84.30,"NOERROR,"
www.casinogranmadrid.es,190.64.84.30,"NOERROR,"
www.casinobellini.com,190.64.84.30,"NOERROR,"
www.buzzluck.com,190.64.84.30,"NOERROR,"
www.blackjackballroom.es,190.64.84.30,"NOERROR,"
www.binguez.com,190.64.84.30,"NOERROR,"
www.bingo-rumba.com,190.64.84.30,"NOERROR,"
www.bgo.com,190.64.84.30,"NOERROR,"
www.bigfishgames.com,190.64.84.30,"NOERROR,"
www.betmotion.com,190.64.84.30,"NOERROR,"
www.betfred.com,190.64.84.30,"NOERROR,"
www.betboro.com,190.64.84.30,"NOERROR,"
www.betapuesta.com,190.64.84.30,"NOERROR,"
www.bet777.es,190.64.84.30,"NOERROR,"
www.bestingame.it,190.64.84.30,"NOERROR,"
